12000,10.36%,B,B5,Jan-11,904xx,CA
12000,14.83%,D,D3,Jan-11,907xx,CA
12000,12.98%,C,C3,Jan-11,920xx,CA
12000,12.98%,C,C3,Jan-11,923xx,CA
12000,10.36%,B,B5,Jan-11,926xx,CA
12000,9.99%,B,B4,Dec-10,910xx,CA
12000,14.46%,D,D2,Dec-10,951xx,CA
12000,6.91%,A,A5,Dec-10,908xx,CA
12000,9.99%,B,B4,Dec-10,902xx,CA
12000,9.99%,B,B4,Dec-10,956xx,CA
12000,12.23%,C,C1,Dec-10,926xx,CA
12000,6.91%,A,A5,Dec-10,941xx,CA
12000,5.79%,A,A2,Dec-10,913xx,CA
12000,6.91%,A,A5,Dec-10,921xx,CA
12000,14.83%,D,D3,Dec-10,906xx,CA
12000,6.54%,A,A4,Dec-10,917xx,CA
12000,15.57%,D,D5,Dec-10,902xx,CA
12000,9.99%,B,B4,Dec-10,940xx,CA
12000,6.54%,A,A4,Dec-10,921xx,CA
12000,5.42%,A,A1,Nov-10,945xx,CA
12000,6.91%,A,A5,Nov-10,924xx,CA
12000,13.72%,C,C5,Nov-10,924xx,CA
12000,10.36%,B,B5,Nov-10,913xx,CA
12000,5.79%,A,A2,Nov-10,917xx,CA
12000,14.46%,D,D2,Nov-10,925xx,CA
12000,17.06%,E,E4,Nov-10,900xx,CA
12000,6.91%,A,A5,Nov-10,950xx,CA
12000,6.54%,A,A4,Oct-10,921xx,CA
12000,10.36%,B,B5,Oct-10,947xx,CA
12000,8.88%,B,B1,Oct-10,945xx,CA
12000,8.88%,B,B1,Oct-10,923xx,CA
12000,8.88%,B,B1,Oct-10,935xx,CA
12000,16.69%,E,E3,Oct-10,935xx,CA
12000,6.17%,A,A3,Nov-10,945xx,CA
12000,14.46%,D,D2,Oct-10,920xx,CA
12000,5.42%,A,A1,Oct-10,941xx,CA
12000,7.51%,A,A4,Oct-10,917xx,CA
12000,15.21%,D,D2,Oct-10,923xx,CA
12000,15.95%,D,D4,Oct-10,902xx,CA
12000,16.45%,E,E1,Sep-10,939xx,CA
12000,13.98%,C,C3,Sep-10,945xx,CA
12000,10.75%,B,B2,Sep-10,926xx,CA
12000,7.51%,A,A4,Sep-10,900xx,CA
12000,10.75%,B,B2,Sep-10,900xx,CA
12000,10.75%,B,B2,Sep-10,920xx,CA
12000,10.38%,B,B1,Aug-10,928xx,CA
12000,7.51%,A,A4,Aug-10,945xx,CA
12000,7.88%,A,A5,Aug-10,941xx,CA
12000,16.45%,E,E1,Aug-10,923xx,CA
12000,14.84%,D,D1,Aug-10,900xx,CA
12000,17.93%,E,E5,Aug-10,940xx,CA
12000,7.88%,A,A5,Jul-10,902xx,CA
12000,13.98%,C,C3,Jul-10,900xx,CA
12000,10.38%,B,B1,Jul-10,952xx,CA
12000,13.23%,C,C1,Jul-10,956xx,CA
12000,7.51%,A,A4,Jul-10,950xx,CA
12000,7.88%,A,A5,Jul-10,900xx,CA
12000,13.23%,C,C1,Jul-10,951xx,CA
12000,7.88%,A,A5,Jul-10,921xx,CA
12000,17.19%,E,E3,Jul-10,945xx,CA
12000,10.75%,B,B2,Jul-10,912xx,CA
12000,13.98%,C,C3,Jul-10,902xx,CA
12000,15.95%,D,D4,Jul-10,906xx,CA
12000,7.51%,A,A4,Jun-10,905xx,CA
12000,7.88%,A,A5,Jun-10,917xx,CA
12000,13.23%,C,C1,Jun-10,921xx,CA
12000,11.86%,B,B5,Jun-10,913xx,CA
12000,10.38%,B,B1,Jun-10,951xx,CA
12000,10.75%,B,B2,Jun-10,959xx,CA
12000,13.98%,C,C3,Jun-10,930xx,CA
12000,11.86%,B,B5,Jun-10,940xx,CA
12000,13.11%,C,C2,Jun-10,924xx,CA
12000,15.70%,D,D4,May-10,907xx,CA
12000,14.59%,D,D1,May-10,947xx,CA
12000,10.99%,B,B4,May-10,917xx,CA
12000,13.11%,C,C2,May-10,923xx,CA
12000,7.88%,A,A5,May-10,913xx,CA
12000,13.11%,C,C2,May-10,923xx,CA
12000,13.11%,C,C2,May-10,917xx,CA
12000,7.51%,A,A4,May-10,925xx,CA
12000,14.22%,C,C5,May-10,902xx,CA
12000,10.99%,B,B4,May-10,921xx,CA
12000,10.99%,B,B4,May-10,925xx,CA
12000,10.99%,B,B4,May-10,953xx,CA
12000,16.45%,E,E1,May-10,916xx,CA
12000,14.59%,D,D1,May-10,951xx,CA
12000,11.36%,B,B5,May-10,917xx,CA
12000,10.62%,B,B3,Apr-10,952xx,CA
12000,13.48%,C,C3,Apr-10,945xx,CA
12000,13.48%,C,C3,Apr-10,900xx,CA
12000,7.88%,A,A5,Apr-10,956xx,CA
12000,13.48%,C,C3,Apr-10,926xx,CA
12000,7.88%,A,A5,Apr-10,937xx,CA
12000,13.11%,C,C2,Apr-10,923xx,CA
12000,13.48%,C,C3,Apr-10,920xx,CA
12000,7.51%,A,A4,Apr-10,900xx,CA
12000,10.99%,B,B4,Apr-10,926xx,CA
12000,10.99%,B,B4,Apr-10,953xx,CA
12000,13.11%,C,C2,Mar-10,925xx,CA
12000,7.88%,A,A5,Mar-10,900xx,CA
12000,13.11%,C,C2,Mar-10,952xx,CA
12000,10.62%,B,B3,Mar-10,921xx,CA
12000,14.96%,D,D2,Mar-10,944xx,CA
12000,10.25%,B,B2,Feb-10,902xx,CA
12000,7.88%,A,A5,Feb-10,926xx,CA
12000,10.99%,B,B4,Feb-10,902xx,CA
12000,16.45%,E,E1,Feb-10,960xx,CA
12000,7.88%,A,A5,Feb-10,930xx,CA
12000,7.88%,A,A5,Feb-10,921xx,CA
12000,12.73%,C,C1,Feb-10,950xx,CA
12000,16.45%,E,E1,Feb-10,940xx,CA
12000,13.11%,C,C2,Jan-10,921xx,CA
12000,13.57%,C,C3,Jan-10,925xx,CA
12000,13.92%,C,C4,Jan-10,930xx,CA
12000,14.61%,D,D1,Jan-10,945xx,CA
12000,15.31%,D,D3,Jan-10,926xx,CA
12000,8.94%,A,A5,Dec-09,939xx,CA
12000,14.26%,C,C5,Dec-09,915xx,CA
12000,13.22%,C,C2,Dec-09,937xx,CA
12000,8.94%,A,A5,Dec-09,926xx,CA
12000,13.57%,C,C3,Dec-09,913xx,CA
12000,12.18%,B,B4,Dec-09,920xx,CA
12000,12.53%,B,B5,Dec-09,940xx,CA
12000,12.87%,C,C1,Nov-09,920xx,CA
12000,11.83%,B,B3,Nov-09,926xx,CA
12000,11.14%,B,B1,Nov-09,951xx,CA
12000,8.94%,A,A5,Nov-09,926xx,CA
12000,11.83%,B,B3,Nov-09,956xx,CA
12000,12.18%,B,B4,Oct-09,900xx,CA
12000,11.83%,B,B3,Oct-09,939xx,CA
12000,14.26%,C,C5,Sep-09,912xx,CA
12000,12.53%,B,B5,Aug-09,954xx,CA
12000,8.94%,A,A5,Aug-09,958xx,CA
12000,11.83%,B,B3,Aug-09,947xx,CA
12000,15.31%,D,D3,Aug-09,921xx,CA
12000,12.18%,B,B4,Aug-09,925xx,CA
12000,11.14%,B,B1,Aug-09,949xx,CA
12000,9.63%,A,A5,Aug-09,917xx,CA
12000,11.26%,B,B2,Jul-09,940xx,CA
12000,14.11%,D,D1,Jul-09,940xx,CA
12000,9.32%,A,A4,Jun-09,914xx,CA
12000,11.89%,B,B4,Jun-09,902xx,CA
12000,13.16%,C,C3,Jun-09,926xx,CA
12000,11.58%,B,B3,May-09,957xx,CA
12000,11.89%,B,B4,May-09,900xx,CA
12000,14.11%,D,D1,Apr-09,913xx,CA
12000,13.16%,C,C3,Apr-09,918xx,CA
12000,12.21%,B,B5,Apr-09,926xx,CA
12000,13.16%,C,C3,Mar-09,950xx,CA
12000,12.21%,B,B5,Mar-09,920xx,CA
12000,12.53%,C,C1,Mar-09,917xx,CA
12000,12.53%,C,C1,Mar-09,926xx,CA
12000,17.26%,F,F1,Mar-09,907xx,CA
12000,9.63%,A,A5,Mar-09,928xx,CA
12000,12.21%,B,B5,Mar-09,908xx,CA
12000,9.63%,A,A5,Feb-09,921xx,CA
12000,15.68%,E,E1,Feb-09,902xx,CA
12000,12.84%,C,C2,Feb-09,934xx,CA
12000,13.16%,C,C3,Jan-09,935xx,CA
12000,13.79%,C,C5,Jan-09,941xx,CA
12000,13.16%,C,C3,Jan-09,904xx,CA
12000,13.16%,C,C3,Jan-09,926xx,CA
12000,11.89%,B,B4,Jan-09,900xx,CA
12000,13.16%,C,C3,Jan-09,940xx,CA
12000,11.58%,B,B3,Dec-08,928xx,CA
12000,15.68%,E,E1,Dec-08,926xx,CA
12000,9.38%,A,A5,Dec-08,910xx,CA
12000,12.09%,C,C2,Dec-08,917xx,CA
12000,15.57%,E,E3,Nov-08,940xx,CA
12000,13.99%,D,D3,Nov-08,932xx,CA
12000,13.24%,D,D3,Mar-08,945xx,CA
12000,10.08%,B,B3,Mar-08,945xx,CA
12000,13.55%,D,D4,Mar-08,953xx,CA
12000,8.32%,A,A4,Mar-08,949xx,CA
12000,11.66%,C,C3,Mar-08,925xx,CA
12000,14.18%,E,E1,Mar-08,921xx,CA
12000,9.33%,B,B3,Jan-08,917xx,CA
12000,15.20%,D,D4,Dec-10,950xx,CA
12000,8.88%,B,B1,Oct-10,908xx,CA
12000,17.19%,E,E3,Oct-10,921xx,CA
12000,13.23%,C,C1,Oct-10,940xx,CA
12000,19.04%,F,F3,Jul-10,926xx,CA
12000,16.45%,E,E1,Jun-10,951xx,CA
12000,14.22%,C,C5,May-10,928xx,CA
12000,13.48%,C,C3,May-10,917xx,CA
12000,13.57%,C,C3,Jan-10,921xx,CA
12000,8.59%,A,A4,Nov-09,905xx,CA
12000,16.70%,E,E2,Sep-09,918xx,CA
12000,14.11%,D,D1,Jul-09,958xx,CA
12000,7.68%,A,A2,Apr-09,917xx,CA
12000,11.89%,B,B4,Jan-09,956xx,CA
12000,14.82%,E,E3,Apr-08,950xx,CA
12000,18.29%,G,G4,Mar-08,919xx,CA
12000,15.20%,E,E5,Feb-08,921xx,CA
12000,13.30%,D,D4,Jan-08,952xx,CA
12175,10.65%,B,B2,Nov-11,928xx,CA
12175,16.49%,D,D3,Jun-11,932xx,CA
12175,12.68%,C,C1,Mar-11,945xx,CA
12200,11.49%,B,B4,Jul-11,900xx,CA
12200,9.62%,B,B3,Dec-10,914xx,CA
12200,9.99%,B,B4,Nov-10,926xx,CA
12250,11.71%,B,B3,Dec-11,922xx,CA
12250,12.98%,C,C3,Dec-10,920xx,CA
12250,13.23%,C,C1,Aug-10,900xx,CA
12250,14.59%,D,D1,May-10,900xx,CA
12250,11.26%,B,B2,May-09,955xx,CA
12250,9.88%,B,B1,Mar-10,951xx,CA
12300,5.79%,A,A2,Apr-11,923xx,CA
12300,10.75%,B,B2,Sep-10,952xx,CA
12300,13.47%,C,C4,Feb-09,920xx,CA
12300,11.14%,B,B1,Sep-09,937xx,CA
12325,8.49%,A,A5,May-11,907xx,CA
12325,16.40%,E,E1,Mar-11,931xx,CA
12325,12.73%,C,C1,May-10,914xx,CA
12350,6.62%,A,A2,Oct-11,920xx,CA
12350,14.96%,D,D2,May-10,900xx,CA
12375,12.99%,C,C1,Jun-11,940xx,CA
12375,10.37%,B,B3,Mar-11,955xx,CA
12375,7.29%,A,A4,Mar-11,927xx,CA
12400,19.69%,E,E5,Jul-11,945xx,CA
12400,13.49%,C,C2,Aug-11,917xx,CA
12400,17.99%,E,E1,Jul-11,911xx,CA
12400,7.29%,A,A4,Feb-11,907xx,CA
12400,7.14%,A,A3,May-10,900xx,CA
12400,11.26%,B,B2,Jan-09,956xx,CA
12500,16.77%,D,D2,Dec-11,928xx,CA
12500,21.28%,F,F2,Dec-11,907xx,CA
12500,7.49%,A,A4,May-11,949xx,CA
12500,6.92%,A,A3,Mar-11,927xx,CA
12500,6.54%,A,A4,Jan-11,925xx,CA
12500,6.91%,A,A5,Dec-10,947xx,CA
12500,6.17%,A,A3,Dec-10,921xx,CA
12500,9.62%,B,B3,Oct-10,900xx,CA
12500,15.95%,D,D4,Oct-10,900xx,CA
12500,10.25%,B,B2,Feb-10,958xx,CA
12500,11.48%,B,B2,Dec-09,908xx,CA
12500,8.94%,A,A5,Aug-09,953xx,CA
12500,9.38%,A,A5,Dec-08,945xx,CA
12500,14.50%,E,E2,Mar-08,950xx,CA
12500,15.76%,F,F1,Mar-08,900xx,CA
12600,19.42%,E,E3,Nov-11,937xx,CA
12600,16.77%,D,D2,Oct-11,919xx,CA
12600,7.90%,A,A4,Sep-11,923xx,CA
12600,12.69%,B,B5,Sep-11,952xx,CA
12600,11.99%,B,B5,Sep-11,930xx,CA
12600,11.99%,B,B5,Jul-11,945xx,CA
12600,19.69%,E,E5,Jun-11,926xx,CA
12600,15.33%,D,D3,May-10,925xx,CA
12600,14.74%,D,D3,May-09,928xx,CA
12650,21.28%,F,F2,Nov-11,921xx,CA
12650,6.62%,A,A2,Oct-11,907xx,CA
12700,11.71%,B,B3,Dec-11,926xx,CA
12700,19.29%,E,E4,Jul-11,923xx,CA
12700,8.94%,A,A5,Sep-09,945xx,CA
12725,10.59%,B,B2,Aug-11,946xx,CA
12750,14.46%,D,D2,Dec-10,902xx,CA
12750,18.61%,G,G5,Feb-08,917xx,CA
12800,12.42%,B,B4,Dec-11,919xx,CA
12800,14.65%,C,C3,Nov-11,919xx,CA
12800,8.90%,A,A5,Oct-11,956xx,CA
12800,8.90%,A,A5,Sep-11,946xx,CA
12800,7.90%,A,A4,Sep-11,921xx,CA
12800,15.96%,C,C5,Sep-11,948xx,CA
12800,7.49%,A,A4,Aug-11,925xx,CA
12800,11.49%,B,B4,Aug-11,953xx,CA
12800,6.92%,A,A3,Apr-11,925xx,CA
12800,6.54%,A,A4,Dec-10,921xx,CA
12800,5.79%,A,A2,Nov-10,917xx,CA
12800,16.45%,E,E1,Jun-10,925xx,CA
12800,13.48%,C,C3,May-10,908xx,CA
12800,14.96%,D,D2,Jan-10,906xx,CA
12800,11.83%,B,B3,Sep-09,917xx,CA
12800,13.16%,C,C3,Apr-09,941xx,CA
12800,16.15%,F,F3,Jan-08,944xx,CA
12850,22.74%,G,G1,Nov-11,900xx,CA
12875,17.58%,D,D4,Dec-11,933xx,CA
12875,12.42%,B,B4,Nov-11,953xx,CA
12875,14.91%,D,D2,Apr-11,923xx,CA
12875,10.00%,B,B2,Feb-11,902xx,CA
12875,12.53%,B,B5,Sep-09,953xx,CA
13000,9.91%,B,B1,Dec-11,951xx,CA
13000,9.91%,B,B1,Dec-11,941xx,CA
13000,13.49%,C,C1,Dec-11,939xx,CA
13000,9.91%,B,B1,Dec-11,923xx,CA
13000,9.91%,B,B1,Dec-11,951xx,CA
13000,8.90%,A,A5,Nov-11,917xx,CA
13000,11.71%,B,B3,Nov-11,925xx,CA
13000,8.90%,A,A5,Nov-11,951xx,CA
13000,13.49%,C,C1,Nov-11,925xx,CA
13000,8.90%,A,A5,Nov-11,945xx,CA
13000,15.96%,C,C5,Oct-11,902xx,CA
13000,12.42%,B,B4,Nov-11,914xx,CA
13000,14.65%,C,C3,Oct-11,902xx,CA
13000,19.03%,E,E2,Oct-11,917xx,CA
13000,17.27%,D,D3,Oct-11,902xx,CA
13000,6.03%,A,A1,Sep-11,921xx,CA
13000,13.49%,C,C1,Sep-11,958xx,CA
13000,7.90%,A,A4,Sep-11,900xx,CA
13000,9.91%,B,B1,Sep-11,928xx,CA
13000,7.49%,A,A4,Sep-11,922xx,CA
13000,20.25%,F,F1,Aug-11,913xx,CA
13000,8.49%,A,A5,Aug-11,956xx,CA
13000,10.59%,B,B2,Aug-11,906xx,CA
13000,18.39%,E,E2,Aug-11,900xx,CA
13000,10.59%,B,B2,Jun-11,926xx,CA
13000,11.49%,B,B4,May-11,957xx,CA
13000,10.74%,B,B4,Apr-11,943xx,CA
13000,7.29%,A,A4,Apr-11,917xx,CA
13000,9.63%,B,B1,Apr-11,945xx,CA
13000,7.29%,A,A4,Apr-11,958xx,CA
13000,10.74%,B,B4,Mar-11,928xx,CA
13000,11.11%,B,B5,Feb-11,940xx,CA
13000,10.00%,B,B2,Feb-11,926xx,CA
13000,10.37%,B,B3,Feb-11,925xx,CA
13000,7.29%,A,A4,Feb-11,961xx,CA
13000,6.92%,A,A3,Jan-11,945xx,CA
13000,12.68%,C,C1,Jan-11,913xx,CA
13000,6.54%,A,A4,Dec-10,945xx,CA
13000,6.54%,A,A4,Dec-10,926xx,CA
13000,12.23%,C,C1,Nov-10,945xx,CA
13000,17.19%,E,E3,Oct-10,920xx,CA
13000,13.61%,C,C2,Oct-10,916xx,CA
13000,17.93%,E,E5,Sep-10,911xx,CA
13000,11.49%,B,B4,Sep-10,928xx,CA
13000,7.88%,A,A5,Aug-10,941xx,CA
13000,14.35%,C,C4,Aug-10,907xx,CA
13000,15.58%,D,D3,Aug-10,900xx,CA
13000,10.38%,B,B1,Jul-10,936xx,CA
13000,7.88%,A,A5,Jun-10,925xx,CA
13000,18.30%,F,F1,Jun-10,928xx,CA
13000,15.33%,D,D3,May-10,900xx,CA
13000,13.48%,C,C3,May-10,900xx,CA
13000,7.14%,A,A3,May-10,917xx,CA
13000,13.48%,C,C3,Apr-10,959xx,CA
13000,10.99%,B,B4,Apr-10,917xx,CA
13000,15.70%,D,D4,Mar-10,919xx,CA
13000,7.51%,A,A4,Mar-10,906xx,CA
13000,14.59%,D,D1,Feb-10,913xx,CA
13000,13.57%,C,C3,Dec-09,941xx,CA
13000,11.83%,B,B3,Dec-09,906xx,CA
13000,14.26%,C,C5,Dec-09,917xx,CA
13000,13.57%,C,C3,Dec-09,914xx,CA
13000,12.18%,B,B4,Nov-09,913xx,CA
13000,15.31%,D,D3,Nov-09,900xx,CA
13000,12.87%,C,C1,Nov-09,940xx,CA
13000,8.94%,A,A5,Oct-09,941xx,CA
13000,11.83%,B,B3,Sep-09,945xx,CA
13000,11.26%,B,B2,Jul-09,921xx,CA
13000,13.16%,C,C3,Jul-09,946xx,CA
13000,11.26%,B,B2,Jun-09,951xx,CA
13000,13.47%,C,C4,Jun-09,951xx,CA
13000,9.32%,A,A4,Apr-09,922xx,CA
13000,13.47%,C,C4,Feb-09,945xx,CA
13000,11.26%,B,B2,Dec-08,936xx,CA
13000,12.21%,B,B5,Dec-08,956xx,CA
13075,22.11%,G,G1,Jul-11,926xx,CA
13100,7.49%,A,A4,May-11,918xx,CA
13200,11.71%,B,B3,Dec-11,959xx,CA
13200,7.51%,A,A3,Nov-11,926xx,CA
13200,6.62%,A,A2,Oct-11,900xx,CA
13200,16.49%,D,D3,Sep-11,925xx,CA
13200,13.49%,C,C2,Aug-11,900xx,CA
13200,10.74%,B,B4,Mar-11,950xx,CA
13200,12.23%,C,C1,Dec-10,915xx,CA
13200,17.93%,E,E5,May-10,913xx,CA
13200,12.53%,B,B5,Aug-09,932xx,CA
13225,13.49%,C,C1,Nov-11,945xx,CA
13225,12.42%,B,B4,Oct-11,945xx,CA
13225,19.69%,E,E5,Aug-11,907xx,CA
13225,16.11%,C,C5,Jun-11,945xx,CA
13250,7.90%,A,A4,Sep-11,958xx,CA
13250,16.49%,D,D3,Aug-11,921xx,CA
13250,13.49%,C,C2,Jul-11,928xx,CA
13250,10.99%,B,B3,Jun-11,934xx,CA
13250,18.99%,F,F3,Mar-11,916xx,CA
13250,16.40%,E,E1,Jan-11,958xx,CA
13300,11.99%,B,B5,Jul-11,941xx,CA
13300,16.40%,E,E1,Feb-11,925xx,CA
13300,17.56%,E,E4,Oct-10,917xx,CA
13325,16.89%,D,D4,Jul-11,926xx,CA
13325,16.02%,D,D5,Apr-11,921xx,CA
13350,12.42%,B,B4,Dec-11,920xx,CA
13475,13.49%,C,C1,Dec-11,917xx,CA
13475,8.90%,A,A5,Dec-11,921xx,CA
13475,19.29%,E,E4,Jul-11,950xx,CA
13475,8.94%,A,A5,Sep-09,913xx,CA
13500,9.91%,B,B1,Dec-11,917xx,CA
13500,18.39%,E,E2,Sep-11,933xx,CA
13500,9.99%,B,B1,Sep-11,945xx,CA
13500,8.49%,A,A5,Aug-11,937xx,CA
13500,5.99%,A,A2,Jun-11,916xx,CA
13500,7.29%,A,A4,Mar-11,920xx,CA
13500,6.17%,A,A3,Oct-10,960xx,CA
13500,10.38%,B,B1,Sep-10,906xx,CA
13500,11.12%,B,B3,Jul-10,908xx,CA
13500,7.51%,A,A4,Jun-10,913xx,CA
13500,10.62%,B,B3,Apr-10,913xx,CA
13500,12.87%,C,C1,Oct-09,941xx,CA
13500,12.21%,B,B5,Jul-09,941xx,CA
13500,10.83%,B,B3,Nov-08,956xx,CA
13600,12.42%,B,B4,Oct-11,919xx,CA
13600,12.42%,B,B4,Sep-11,921xx,CA
13600,11.99%,B,B5,Aug-11,916xx,CA
13600,16.89%,D,D4,Aug-11,917xx,CA
13600,13.49%,C,C2,Jun-11,930xx,CA
13600,11.49%,B,B4,May-11,917xx,CA
13600,11.11%,B,B5,Jan-11,913xx,CA
13600,10.75%,B,B2,Sep-10,932xx,CA
13650,12.42%,B,B4,Dec-11,913xx,CA
13650,10.00%,B,B2,Mar-11,911xx,CA
13650,10.25%,B,B2,Feb-10,945xx,CA
13700,18.64%,E,E1,Oct-11,954xx,CA
13700,16.49%,D,D3,Aug-11,928xx,CA
13725,16.02%,D,D5,May-11,921xx,CA
13750,18.25%,F,F1,Apr-11,917xx,CA
13750,17.19%,E,E3,Jul-10,917xx,CA
13750,13.57%,C,C3,Sep-09,900xx,CA
13750,11.48%,B,B2,Dec-09,926xx,CA
13775,12.98%,C,C3,Nov-10,907xx,CA
13800,12.69%,B,B5,Oct-11,934xx,CA
13800,10.99%,B,B3,Aug-11,958xx,CA
13800,12.99%,C,C1,Aug-11,945xx,CA
13800,11.99%,B,B5,Jun-11,933xx,CA
13800,8.49%,A,A5,Jun-11,941xx,CA
13800,16.02%,D,D5,Feb-11,953xx,CA
13800,13.48%,C,C3,Feb-10,922xx,CA
13975,8.90%,A,A5,Dec-11,952xx,CA
14000,14.27%,C,C2,Dec-11,919xx,CA
14000,14.27%,C,C2,Dec-11,902xx,CA
14000,11.71%,B,B3,Dec-11,945xx,CA
14000,17.27%,D,D3,Dec-11,900xx,CA
14000,12.42%,B,B4,Dec-11,932xx,CA
14000,8.90%,A,A5,Dec-11,930xx,CA
14000,12.69%,B,B5,Nov-11,908xx,CA
14000,10.65%,B,B2,Nov-11,961xx,CA
14000,16.29%,D,D1,Nov-11,926xx,CA
14000,13.49%,C,C1,Dec-11,925xx,CA
14000,12.42%,B,B4,Nov-11,957xx,CA
14000,7.90%,A,A4,Nov-11,921xx,CA
14000,12.69%,B,B5,Nov-11,904xx,CA
14000,7.90%,A,A4,Nov-11,923xx,CA
14000,18.64%,E,E1,Nov-11,904xx,CA
14000,12.69%,B,B5,Nov-11,941xx,CA
14000,6.03%,A,A1,Oct-11,956xx,CA
14000,16.77%,D,D2,Oct-11,921xx,CA
14000,19.91%,E,E4,Nov-11,949xx,CA
14000,16.29%,D,D1,Oct-11,961xx,CA
14000,18.64%,E,E1,Oct-11,912xx,CA
14000,6.03%,A,A1,Oct-11,946xx,CA
14000,14.27%,C,C2,Oct-11,951xx,CA
14000,7.90%,A,A4,Oct-11,914xx,CA
14000,10.65%,B,B2,Oct-11,919xx,CA
14000,12.42%,B,B4,Oct-11,900xx,CA
14000,12.69%,B,B5,Oct-11,902xx,CA
14000,19.03%,E,E2,Oct-11,958xx,CA
14000,6.62%,A,A2,Sep-11,953xx,CA
14000,6.03%,A,A1,Sep-11,951xx,CA
14000,19.03%,E,E2,Sep-11,923xx,CA
14000,8.49%,A,A5,Sep-11,902xx,CA
14000,5.99%,A,A2,Sep-11,945xx,CA
14000,20.99%,F,F3,Sep-11,917xx,CA
14000,5.42%,A,A1,Sep-11,928xx,CA
14000,10.99%,B,B3,Sep-11,919xx,CA
14000,18.79%,E,E3,Sep-11,949xx,CA
14000,9.99%,B,B1,Sep-11,931xx,CA
14000,5.42%,A,A1,Aug-11,921xx,CA
14000,11.99%,B,B5,Aug-11,945xx,CA
14000,21.74%,F,F5,Aug-11,945xx,CA
14000,11.49%,B,B4,Aug-11,917xx,CA
14000,9.99%,B,B1,Aug-11,946xx,CA
14000,8.49%,A,A5,Aug-11,908xx,CA
14000,11.49%,B,B4,Aug-11,936xx,CA
14000,16.89%,D,D4,Aug-11,940xx,CA
14000,10.59%,B,B2,Aug-11,940xx,CA
14000,15.23%,C,C5,Aug-11,930xx,CA
14000,12.99%,C,C1,Jul-11,953xx,CA
14000,12.99%,C,C1,Jul-11,951xx,CA
14000,17.49%,D,D5,Jul-11,951xx,CA
14000,14.91%,D,D2,May-11,927xx,CA
14000,9.99%,B,B1,May-11,927xx,CA
14000,17.88%,E,E5,Apr-11,934xx,CA
14000,10.74%,B,B4,Apr-11,945xx,CA
14000,17.88%,E,E5,Apr-11,932xx,CA
14000,7.29%,A,A4,Apr-11,920xx,CA
14000,14.17%,C,C5,Feb-11,904xx,CA
14000,14.91%,D,D2,Feb-11,928xx,CA
14000,7.66%,A,A5,Feb-11,919xx,CA
14000,14.91%,D,D2,Feb-11,945xx,CA
14000,9.63%,B,B1,Feb-11,945xx,CA
14000,10.00%,B,B2,Feb-11,945xx,CA
14000,13.06%,C,C2,Jan-11,906xx,CA
14000,10.37%,B,B3,Jan-11,925xx,CA
14000,6.17%,A,A3,Jan-11,926xx,CA
14000,6.17%,A,A3,Jan-11,954xx,CA
14000,5.79%,A,A2,Jan-11,945xx,CA
14000,12.23%,C,C1,Dec-10,953xx,CA
14000,17.43%,E,E5,Dec-10,928xx,CA
14000,6.54%,A,A4,Nov-10,904xx,CA
14000,6.54%,A,A4,Nov-10,953xx,CA
14000,12.61%,C,C2,Oct-10,921xx,CA
14000,6.54%,A,A4,Oct-10,940xx,CA
14000,11.12%,B,B3,Sep-10,954xx,CA
14000,7.88%,A,A5,Sep-10,945xx,CA
14000,7.88%,A,A5,Sep-10,945xx,CA
14000,15.58%,D,D3,Sep-10,917xx,CA
14000,7.51%,A,A4,Sep-10,913xx,CA
14000,16.32%,D,D5,Sep-10,956xx,CA
14000,7.51%,A,A4,Sep-10,923xx,CA
14000,7.88%,A,A5,Aug-10,917xx,CA
14000,7.88%,A,A5,Aug-10,922xx,CA
14000,18.30%,F,F1,Aug-10,920xx,CA
14000,15.95%,D,D4,Aug-10,945xx,CA
14000,16.32%,D,D5,Jul-10,950xx,CA
14000,11.49%,B,B4,Jul-10,916xx,CA
14000,14.35%,C,C4,Jul-10,926xx,CA
14000,16.32%,D,D5,Jun-10,951xx,CA
14000,7.51%,A,A4,Jun-10,941xx,CA
14000,13.48%,C,C3,May-10,928xx,CA
14000,14.22%,C,C5,Apr-10,951xx,CA
14000,19.04%,F,F3,Mar-10,951xx,CA
14000,14.59%,D,D1,Mar-10,950xx,CA
14000,17.56%,E,E4,Feb-10,907xx,CA
14000,7.51%,A,A4,Feb-10,945xx,CA
14000,13.57%,C,C3,Jan-10,917xx,CA
14000,11.14%,B,B1,Dec-09,951xx,CA
14000,8.94%,A,A5,Dec-09,921xx,CA
14000,13.57%,C,C3,Dec-09,928xx,CA
14000,18.09%,F,F1,Nov-09,945xx,CA
14000,12.87%,C,C1,Nov-09,917xx,CA
14000,8.94%,A,A5,Sep-09,954xx,CA
14000,8.59%,A,A4,Aug-09,912xx,CA
14000,12.84%,C,C2,Jul-09,949xx,CA
14000,9.63%,A,A5,Jun-09,917xx,CA
14000,11.26%,B,B2,May-09,945xx,CA
14000,9.63%,A,A5,Apr-09,932xx,CA
14000,12.21%,B,B5,Jan-09,958xx,CA
14000,11.89%,B,B4,Jan-09,921xx,CA
14000,9.38%,A,A5,Dec-08,951xx,CA
14000,15.88%,E,E4,Nov-08,956xx,CA
14000,14.59%,D,D1,Apr-10,940xx,CA
14000,7.88%,A,A5,Feb-10,951xx,CA
